no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,gender,marital_status,age,employment_type,years_at_current_job,previous_defaults,collateral_value,region,emi_ratio,target
3,Not Graduate,Yes,1035916,6444886,240,620,1852576,1806169,Male,Single,28,Business,7,1,1635018,Urban,6.22,0
1,Graduate,Yes,5800168,18442686,6,712,9377636,1581873,Male,Divorced,21,Business,8,0,1595636,Urban,3.18,1
2,Not Graduate,Yes,2709841,5161167,6,364,8953002,4139742,Female,Married,25,Salaried,8,1,4513270,Semi-Urban,1.9,0
3,Graduate,No,4417763,8767789,180,656,9626023,3598085,Male,Divorced,28,Salaried,1,1,3294810,Rural,1.98,0
3,Graduate,No,4086966,5356870,240,756,2036466,3582624,Male,Single,59,Business,21,0,744318,Rural,1.31,1
4,Graduate,No,8457258,3923419,24,886,9150028,4356272,Male,Divorced,52,Business,7,0,3243169,Semi-Urban,0.46,1
4,Not Graduate,Yes,9594077,13061028,120,800,6556297,374835,Male,Divorced,57,Govt Job,10,0,4781092,Rural,1.36,1
3,Not Graduate,No,3307764,19658215,180,430,3445120,3313444,Male,Married,41,Student,26,0,2582488,Semi-Urban,5.94,0
0,Graduate,No,9590993,3325608,180,859,1235019,3306248,Female,Divorced,32,Govt Job,24,0,3861612,Urban,0.35,1
3,Not Graduate,Yes,1005862,4506169,180,834,9393187,3805073,Male,Married,21,Salaried,29,0,8179580,Urban,4.48,1
2,Graduate,Yes,8040671,2854592,240,612,2345161,2866058,Male,Married,24,Salaried,13,0,6660070,Urban,0.36,1
0,Not Graduate,No,307339,17786980,60,671,6073403,430521,Male,Married,40,Govt Job,21,0,7445751,Rural,57.87,1
4,Graduate,No,959362,10774328,180,820,2162701,482702,Female,Married,24,Govt Job,26,0,8706909,Semi-Urban,11.23,1
2,Graduate,No,8177450,5062347,6,724,3004549,4963439,Female,Married,37,Retired,26,1,3438032,Semi-Urban,0.62,0
1,Not Graduate,No,4540012,2882964,120,615,9662205,4733623,Male,Single,38,Business,19,0,2570093,Semi-Urban,0.64,0
0,Graduate,Yes,8388941,18478009,240,602,1979890,1081706,Male,Single,40,Retired,16,0,2641236,Urban,2.2,0
3,Graduate,No,8309430,17824877,60,699,9227788,2751208,Female,Single,46,Retired,25,1,3784666,Semi-Urban,2.15,0
0,Graduate,No,6441603,11278439,120,727,2963069,1367822,Male,Single,47,Business,18,0,5613065,Urban,1.75,1
3,Not Graduate,No,9858954,3315912,180,751,6365734,4200244,Female,Married,35,Govt Job,15,0,6200647,Semi-Urban,0.34,1
2,Not Graduate,Yes,9184984,7476212,120,762,1573065,4497308,Female,Divorced,49,Business,12,0,4552109,Rural,0.81,1
3,Graduate,Yes,4048018,8880238,24,311,2891291,4022596,Male,Married,59,Student,29,0,1737859,Rural,2.19,0
1,Graduate,Yes,5063162,5135784,180,459,9334870,2279750,Male,Single,62,Salaried,9,1,4231769,Rural,1.01,0
0,Not Graduate,No,2543903,18833066,60,504,1304593,2966780,Male,Single,38,Business,29,1,4817028,Semi-Urban,7.4,0
4,Not Graduate,No,5505881,19892862,240,876,3345013,1800315,Female,Divorced,35,Salaried,4,0,8071565,Rural,3.61,1
3,Graduate,Yes,5160344,807978,24,611,2165081,1858636,Male,Married,60,Govt Job,21,0,7002258,Urban,0.16,1
4,Graduate,No,2400782,16545666,60,654,5174745,4976327,Female,Single,26,Student,5,0,382981,Urban,6.89,0
0,Graduate,Yes,5616229,12854017,6,366,1245235,1249988,Male,Married,22,Retired,19,1,3556624,Semi-Urban,2.29,0
4,Graduate,No,1241374,686806,6,573,451313,1779478,Female,Divorced,32,Salaried,27,0,3832210,Rural,0.55,0
1,Graduate,No,6781430,19942422,24,360,712716,1198502,Female,Divorced,47,Retired,16,1,2686432,Semi-Urban,2.94,0
1,Not Graduate,Yes,385589,7368577,24,737,5243864,4389663,Male,Married,24,Govt Job,6,0,5407801,Rural,19.11,1
4,Not Graduate,Yes,5990026,8745176,180,723,5892315,175243,Male,Single,57,Business,3,0,9338248,Semi-Urban,1.46,1
1,Graduate,Yes,9940251,6286901,24,865,7660638,4704323,Male,Married,35,Salaried,26,0,9398180,Urban,0.63,1
0,Not Graduate,No,5542852,11838097,12,837,651912,4778325,Female,Married,50,Salaried,24,0,3843716,Rural,2.14,1
3,Graduate,Yes,9639599,4818863,36,427,1924783,3245472,Male,Single,28,Salaried,10,0,667800,Rural,0.5,0
2,Not Graduate,No,6810306,8302891,180,629,1714015,1814395,Female,Single,43,Student,22,0,3723866,Urban,1.22,0
4,Not Graduate,Yes,764608,6455431,36,623,9814624,2232883,Female,Single,26,Govt Job,11,0,620365,Semi-Urban,8.44,0
3,Not Graduate,No,1404762,13486392,12,763,5648055,3669945,Female,Single,28,Salaried,5,0,1468613,Semi-Urban,9.6,1
2,Graduate,No,5342564,16156024,60,324,7122387,2137531,Male,Married,46,Retired,11,0,2038350,Semi-Urban,3.02,0
1,Not Graduate,Yes,9979600,6290832,120,617,3496624,2191972,Male,Single,29,Govt Job,16,0,1105770,Rural,0.63,1
3,Graduate,Yes,4418468,14849685,36,724,679831,2275,Female,Married,56,Salaried,27,0,6340613,Urban,3.36,1
3,Graduate,Yes,5483692,18315853,180,734,2452082,757412,Female,Married,49,Business,5,1,2606122,Rural,3.34,0
1,Graduate,Yes,8128828,17849488,180,656,2497278,3468819,Female,Married,21,Salaried,24,0,4859081,Semi-Urban,2.2,1
2,Not Graduate,Yes,5220493,1684219,6,663,5737058,3652697,Female,Divorced,42,Salaried,2,0,4726249,Semi-Urban,0.32,1
2,Not Graduate,No,8654504,16195554,120,786,8194435,1264148,Male,Divorced,57,Business,10,0,9236532,Rural,1.87,1
4,Not Graduate,No,1925817,5675132,60,733,3526208,541748,Female,Married,60,Salaried,1,0,1309695,Urban,2.95,0
2,Graduate,Yes,2337869,16237775,12,560,692022,2526970,Female,Divorced,50,Business,5,0,502424,Urban,6.95,0
2,Not Graduate,No,844597,17920055,240,822,3586896,4599416,Female,Married,33,Business,13,0,8812477,Urban,21.22,1
0,Graduate,Yes,953827,13275987,24,681,7649459,3264836,Female,Married,21,Salaried,28,0,9755771,Semi-Urban,13.92,1
1,Not Graduate,Yes,1344442,3559059,36,325,416015,1322634,Male,Married,55,Student,27,1,1558639,Semi-Urban,2.65,0
4,Not Graduate,No,4363712,12435472,180,695,5846323,491011,Male,Divorced,64,Salaried,23,1,1200402,Urban,2.85,0
4,Not Graduate,Yes,1997112,348744,60,718,8992905,3079881,Male,Single,58,Govt Job,28,0,1424269,Rural,0.17,0
1,Graduate,Yes,9952209,3923403,12,555,9016217,2453280,Male,Married,59,Business,20,0,777712,Rural,0.39,0
3,Not Graduate,No,7652576,17506997,60,562,9174445,3958058,Male,Divorced,33,Student,3,1,2042190,Rural,2.29,0
2,Not Graduate,No,2470032,16507413,24,669,3752386,1692338,Female,Single,41,Govt Job,19,0,5425275,Rural,6.68,1
0,Not Graduate,Yes,9192034,6526189,36,719,119681,1467489,Male,Single,48,Business,6,0,9461921,Semi-Urban,0.71,1
0,Not Graduate,No,9157475,8334397,120,857,5654790,1313883,Male,Divorced,29,Business,1,0,8535069,Urban,0.91,1
2,Graduate,Yes,9554690,16383805,6,631,2551059,4487670,Female,Single,62,Business,19,0,4288508,Semi-Urban,1.71,1
1,Graduate,No,2432228,1842506,12,743,8765910,2544262,Female,Married,31,Salaried,15,0,4558473,Semi-Urban,0.76,1
2,Graduate,No,1901745,2965208,180,575,3429908,4028591,Female,Married,39,Business,17,0,4325905,Semi-Urban,1.56,0
4,Not Graduate,Yes,1489206,6949090,120,767,9020598,4918967,Male,Divorced,40,Salaried,7,0,9171426,Rural,4.67,1
4,Graduate,Yes,2044822,13457423,12,623,3057570,1451927,Female,Divorced,37,Govt Job,15,0,2113638,Rural,6.58,1
1,Not Graduate,No,7110035,7510925,60,801,8221791,3792963,Female,Single,23,Business,10,0,8806877,Semi-Urban,1.06,1
0,Graduate,Yes,6168863,8398236,12,604,6963689,1380620,Male,Divorced,60,Business,14,0,930193,Urban,1.36,1
2,Not Graduate,Yes,5094894,3652348,12,349,2725409,2671279,Female,Single,46,Retired,22,0,1225500,Rural,0.72,0
3,Not Graduate,No,1446636,16279452,6,762,7048342,3562207,Female,Divorced,23,Govt Job,5,0,4936553,Rural,11.25,1
2,Graduate,No,5021814,15496298,60,811,4949940,232372,Female,Single,57,Salaried,21,0,2818678,Urban,3.09,1
0,Not Graduate,No,617439,10449957,240,443,4689346,3500901,Male,Married,49,Student,2,0,426308,Urban,16.92,0
1,Not Graduate,Yes,3849158,1676994,240,487,929741,4459210,Female,Divorced,38,Govt Job,12,0,862385,Urban,0.44,0
0,Graduate,No,7877779,346045,12,695,2503804,217508,Female,Single,50,Govt Job,14,1,2921116,Rural,0.04,0
2,Not Graduate,Yes,7144708,3740746,36,701,2352200,314228,Female,Married,50,Salaried,13,0,7643291,Semi-Urban,0.52,1
3,Not Graduate,No,3369398,1680404,120,740,5376559,1066077,Male,Single,39,Student,13,1,2517638,Rural,0.5,0
3,Graduate,Yes,4697087,7663421,60,748,3250450,3829158,Female,Single,48,Student,28,0,2411293,Semi-Urban,1.63,0
2,Graduate,No,2981315,11502253,180,622,4432107,3900549,Female,Single,42,Salaried,1,0,7613138,Semi-Urban,3.86,1
1,Graduate,No,1555276,10853152,6,744,8932113,2232466,Female,Single,59,Salaried,2,0,2697856,Urban,6.98,1
4,Graduate,Yes,4579289,1448014,36,733,1659658,978546,Male,Married,32,Govt Job,10,0,5164832,Rural,0.32,1
4,Graduate,Yes,8180178,5086921,120,728,2576892,205747,Male,Single,26,Business,10,0,880216,Semi-Urban,0.62,1
2,Not Graduate,No,9305734,3388693,6,352,4449605,1632880,Male,Divorced,31,Student,20,0,4400423,Semi-Urban,0.36,0
4,Not Graduate,No,9303967,936956,120,555,1261669,2759070,Male,Single,27,Retired,1,0,3293685,Rural,0.1,0
4,Graduate,No,4515775,11807521,6,618,162036,2291896,Female,Married,47,Salaried,5,0,9195810,Semi-Urban,2.61,1
0,Not Graduate,Yes,2465840,10010615,6,650,8939985,3225366,Male,Divorced,48,Salaried,3,0,4730143,Urban,4.06,0
3,Graduate,No,3335324,6944070,180,551,5210354,310521,Female,Divorced,27,Salaried,29,0,4493658,Urban,2.08,0
2,Graduate,Yes,2187472,14424696,6,371,2460228,1510987,Male,Divorced,27,Salaried,7,0,1624115,Rural,6.59,0
3,Not Graduate,No,8524054,2989459,240,806,7188844,2522699,Male,Divorced,44,Govt Job,26,0,9213788,Semi-Urban,0.35,1
1,Not Graduate,No,756901,16571222,240,664,4763716,2608629,Male,Married,30,Govt Job,27,0,8014857,Urban,21.89,1
1,Not Graduate,No,5874511,2663336,6,696,8081095,2808955,Female,Married,38,Salaried,11,0,4372956,Rural,0.45,1
1,Not Graduate,Yes,3927417,12891230,36,709,559222,817620,Male,Divorced,23,Salaried,23,0,2039453,Semi-Urban,3.28,1
3,Graduate,Yes,5306596,16347742,24,887,2606735,2727749,Male,Married,45,Business,27,0,6967790,Rural,3.08,1
4,Graduate,No,7010505,1372510,180,468,8665770,1922335,Male,Single,41,Salaried,14,0,679208,Semi-Urban,0.2,0
4,Graduate,Yes,8748991,3280873,12,883,8378562,4150050,Female,Single,59,Salaried,27,0,9766010,Urban,0.38,1
3,Graduate,Yes,981435,4651566,36,569,6435424,1785920,Female,Married,28,Business,15,0,4943726,Rural,4.74,0
2,Graduate,No,8460643,17127795,180,304,5829896,2920147,Female,Married,59,Salaried,8,1,89996,Semi-Urban,2.02,0
3,Graduate,No,9260844,15097296,120,661,8249766,740804,Male,Married,27,Business,23,0,8095998,Urban,1.63,1
0,Not Graduate,Yes,5687374,17881936,36,713,5743383,3621135,Male,Single,31,Govt Job,3,1,21970,Urban,3.14,0
3,Graduate,No,6944310,16070870,180,678,6689976,182930,Female,Married,21,Student,10,1,4976370,Rural,2.31,0
2,Graduate,Yes,8659405,5257730,240,817,788628,3400657,Female,Married,26,Business,12,0,7206718,Rural,0.61,1
1,Not Graduate,No,4892564,18310874,12,637,1893331,1741402,Female,Married,56,Govt Job,2,0,766076,Semi-Urban,3.74,0
3,Not Graduate,No,258985,1316199,120,591,3095607,412456,Male,Single,35,Student,17,1,1430531,Rural,5.08,0
0,Not Graduate,Yes,7220495,16355182,60,811,8884186,334819,Female,Single,33,Salaried,24,0,1800377,Semi-Urban,2.27,1
0,Not Graduate,No,1904026,14047295,120,675,5087734,86239,Male,Single,42,Salaried,0,0,4017416,Semi-Urban,7.38,0
0,Graduate,No,6532500,14766339,36,872,5497036,4431157,Male,Divorced,30,Salaried,7,0,1428450,Semi-Urban,2.26,1
3,Graduate,Yes,592455,9684677,120,706,8647679,3715714,Female,Divorced,53,Govt Job,7,0,8060,Urban,16.35,0
0,Not Graduate,Yes,7689976,6500325,24,687,2667199,1997381,Male,Divorced,53,Salaried,18,0,6988759,Rural,0.85,1
4,Graduate,Yes,4337976,2048519,24,680,7359338,3742082,Male,Single,46,Govt Job,23,0,3397688,Urban,0.47,1
1,Graduate,Yes,3407214,8650248,240,643,6208580,4316901,Female,Divorced,60,Student,17,1,3888841,Urban,2.54,0
3,Graduate,No,7299874,13081505,36,680,2467925,537374,Female,Divorced,57,Business,7,0,6057555,Urban,1.79,1
0,Graduate,No,239261,9353604,24,336,6776527,4335529,Female,Divorced,25,Salaried,25,0,2943073,Semi-Urban,39.09,0
3,Graduate,Yes,655031,16609641,24,742,9668484,2494158,Female,Divorced,36,Business,9,0,6227784,Rural,25.36,1
3,Not Graduate,Yes,7355311,6724515,36,621,4857722,1659021,Male,Divorced,23,Govt Job,28,1,3037362,Rural,0.91,0
4,Not Graduate,Yes,1502136,18438089,120,440,1024716,1525626,Male,Single,28,Salaried,5,1,1326286,Semi-Urban,12.27,0
3,Graduate,No,2252736,15661625,36,858,3451547,4752207,Female,Married,64,Business,17,0,6333504,Urban,6.95,1
2,Graduate,No,5663634,3983183,36,893,6833000,960188,Female,Married,28,Salaried,15,0,4329710,Semi-Urban,0.7,1
1,Graduate,No,6065977,17116999,180,698,1612370,3736165,Male,Divorced,35,Business,8,0,5992526,Semi-Urban,2.82,1
1,Graduate,No,5859539,9327221,180,646,8770330,951422,Female,Married,35,Business,3,0,2185449,Urban,1.59,1
1,Not Graduate,No,1283889,13112718,36,546,1194277,2340223,Male,Married,64,Student,29,0,743056,Urban,10.21,0
3,Not Graduate,Yes,5940269,8023302,180,706,5186590,1714535,Male,Single,30,Salaried,24,0,3981678,Rural,1.35,1
4,Graduate,Yes,2576760,3475944,180,634,2247315,4938643,Male,Divorced,32,Govt Job,9,0,1097817,Rural,1.35,1
1,Not Graduate,Yes,6275430,4786838,120,754,454338,2237049,Male,Single,24,Salaried,18,0,8532173,Urban,0.76,1
4,Not Graduate,No,526377,19347098,36,472,4103925,1610763,Male,Married,33,Business,18,0,1362089,Semi-Urban,36.76,0
2,Not Graduate,No,1766287,12148989,60,895,871258,1536043,Male,Married,45,Business,21,0,3200738,Urban,6.88,1
0,Not Graduate,No,2906013,11766770,60,681,4742365,3975590,Male,Divorced,44,Business,4,0,4062616,Rural,4.05,0
3,Not Graduate,Yes,706738,1280775,180,460,1342211,4606955,Male,Divorced,54,Business,28,1,150888,Rural,1.81,0
3,Graduate,No,3966067,11852378,36,575,8000712,4484246,Female,Divorced,53,Student,6,0,890156,Semi-Urban,2.99,0
2,Not Graduate,No,364725,3739977,60,564,2509055,760921,Female,Married,35,Business,13,0,3988796,Urban,10.25,0
0,Not Graduate,Yes,3396545,8786445,180,826,8681160,4988492,Male,Married,58,Govt Job,24,0,8723331,Semi-Urban,2.59,1
0,Not Graduate,Yes,6568164,17661686,60,319,9365642,2575078,Female,Single,21,Business,22,1,135314,Rural,2.69,0
1,Not Graduate,No,4628354,8658964,6,830,2082070,1269259,Male,Married,36,Business,26,0,4098252,Semi-Urban,1.87,1
2,Graduate,No,6213292,7914694,240,568,1708370,1616840,Male,Single,36,Retired,13,0,2136159,Rural,1.27,0
3,Not Graduate,No,7872286,6302116,36,898,8871975,2790043,Female,Married,45,Business,18,0,5113728,Semi-Urban,0.8,1
3,Not Graduate,No,7688592,6001158,6,667,3987252,4283556,Female,Married,36,Govt Job,7,1,918130,Urban,0.78,0
3,Not Graduate,Yes,4151303,10476878,120,502,6257170,3726216,Female,Married,34,Business,24,1,4466343,Semi-Urban,2.52,0
4,Not Graduate,Yes,9159206,18583863,120,565,3624153,378578,Male,Divorced,41,Retired,17,1,1340804,Semi-Urban,2.03,0
2,Not Graduate,Yes,6883948,14100871,36,765,3341195,1099701,Female,Divorced,39,Govt Job,15,0,8740218,Semi-Urban,2.05,1
2,Not Graduate,No,1558348,7671382,180,316,2800786,4396025,Female,Single,42,Business,22,0,4260493,Urban,4.92,0
2,Not Graduate,Yes,8685227,9172443,180,324,7191393,2473278,Female,Divorced,52,Retired,11,0,3515563,Rural,1.06,0
0,Not Graduate,Yes,9296344,3399127,24,879,7611423,2752508,Female,Married,55,Govt Job,16,0,8464777,Semi-Urban,0.37,1
0,Not Graduate,No,4690127,2795208,24,726,1552232,2838544,Female,Married,55,Retired,25,0,2384994,Urban,0.6,0
2,Graduate,Yes,607851,11826033,6,718,5345487,1448034,Male,Divorced,52,Govt Job,11,0,4450105,Rural,19.46,1
0,Graduate,No,6237946,1125027,12,376,1732429,3011574,Male,Divorced,40,Business,26,0,711970,Rural,0.18,0
1,Not Graduate,Yes,5873189,3501626,12,360,8458486,124136,Male,Married,28,Retired,9,0,2221607,Semi-Urban,0.6,0
0,Graduate,Yes,6859128,9414022,6,842,6291307,4767957,Male,Single,40,Salaried,29,0,9882397,Rural,1.37,1
4,Not Graduate,No,5675571,11318460,12,805,8738002,883185,Male,Divorced,56,Salaried,3,0,5552615,Semi-Urban,1.99,1
0,Graduate,Yes,5880378,15759955,240,736,7919208,3088349,Female,Single,44,Govt Job,27,0,4443203,Rural,2.68,1
2,Graduate,No,4531555,17081185,240,564,8696453,730710,Female,Single,44,Salaried,17,0,4166319,Urban,3.77,0
2,Graduate,No,2193278,8962909,120,830,6609732,153630,Female,Married,43,Salaried,6,0,4019147,Urban,4.09,1
3,Graduate,No,3041502,11598736,12,830,1666974,1610570,Male,Divorced,37,Business,14,0,7660961,Semi-Urban,3.81,1
2,Not Graduate,Yes,5589136,6951115,6,685,9770733,3179412,Female,Divorced,41,Business,7,1,939329,Urban,1.24,0
0,Graduate,Yes,9027363,15061508,36,718,1327346,827144,Female,Single,28,Salaried,8,0,4283852,Urban,1.67,0
3,Graduate,No,6106229,15998329,180,714,8934298,4192449,Male,Married,45,Salaried,7,0,2366563,Rural,2.62,1
3,Graduate,No,1129118,7648216,180,591,1285503,4621260,Male,Single,39,Salaried,2,0,1489864,Rural,6.77,0
2,Not Graduate,Yes,2591495,12472881,6,695,9285543,4602318,Female,Single,26,Business,7,0,2968648,Rural,4.81,1
1,Not Graduate,No,8476900,19907494,6,733,4269208,3228823,Male,Single,39,Salaried,16,0,233231,Semi-Urban,2.35,0
2,Graduate,No,8504302,15215288,12,307,6836401,693918,Male,Married,59,Govt Job,21,0,4131946,Urban,1.79,0
4,Not Graduate,Yes,855381,12296601,12,436,7472535,449821,Female,Divorced,27,Govt Job,14,1,4984573,Rural,14.38,0
2,Not Graduate,Yes,2237999,12009727,12,816,8461217,4210463,Female,Married,55,Salaried,12,0,300373,Rural,5.37,1
4,Not Graduate,Yes,3658694,7396434,180,439,5997890,4347296,Female,Single,24,Salaried,8,0,1016408,Semi-Urban,2.02,0
0,Graduate,Yes,6146779,19879095,240,572,2499503,777753,Female,Single,28,Business,27,1,2249619,Urban,3.23,0
0,Graduate,Yes,3700689,774362,240,692,7815151,4937212,Female,Married,34,Student,17,0,4144720,Urban,0.21,0
0,Not Graduate,Yes,7305884,15171160,60,640,9239146,4624849,Female,Single,36,Business,4,0,4151645,Rural,2.08,1
3,Not Graduate,No,3264170,16099107,240,703,8506487,1416392,Female,Married,37,Salaried,18,0,8872380,Urban,4.93,1
3,Not Graduate,No,891776,11868663,36,798,5840839,4055089,Female,Married,37,Govt Job,5,0,6397077,Rural,13.31,1
0,Graduate,Yes,7167784,1474301,60,614,9359829,1799381,Male,Married,57,Govt Job,12,0,4512405,Rural,0.21,1
3,Graduate,No,7175626,1113018,6,837,9041266,564333,Female,Single,61,Salaried,17,0,420695,Semi-Urban,0.16,1
4,Graduate,Yes,2127301,6519439,12,530,5721456,698641,Female,Married,54,Retired,22,1,2692971,Urban,3.06,0
1,Graduate,Yes,6305311,13704799,12,656,3981936,4349631,Male,Married,62,Salaried,19,0,2135319,Rural,2.17,0
2,Not Graduate,No,6129949,3516278,36,484,9936231,1392313,Male,Single,21,Business,21,1,260224,Rural,0.57,0
2,Graduate,Yes,1735789,7371741,60,707,5617804,1721146,Male,Divorced,48,Retired,28,1,1625380,Rural,4.25,0
1,Not Graduate,Yes,8071214,10766813,60,464,3979497,3730883,Male,Single,52,Business,1,0,893541,Rural,1.33,0
4,Not Graduate,Yes,9351942,4330039,120,577,7400039,1395622,Male,Married,45,Govt Job,17,0,4834846,Urban,0.46,0
3,Graduate,No,7304996,2182310,36,584,4033151,2370119,Male,Divorced,64,Student,20,0,665190,Rural,0.3,0
0,Graduate,Yes,8047643,6214443,24,562,7234491,1209346,Male,Single,37,Salaried,9,1,2645501,Rural,0.77,0
1,Graduate,No,205139,17484086,6,662,5203561,1633811,Female,Divorced,49,Salaried,15,0,2002574,Urban,85.23,1
3,Not Graduate,Yes,7065041,5247124,180,433,8429779,4580485,Female,Single,37,Salaried,23,1,3920647,Semi-Urban,0.74,0
0,Graduate,No,2311292,9796388,240,701,7026460,2494567,Male,Married,37,Govt Job,4,0,4033907,Semi-Urban,4.24,0
2,Not Graduate,No,8519896,1553804,36,372,7655137,3742811,Male,Married,59,Student,15,1,1211365,Urban,0.18,0
1,Graduate,Yes,8933288,11912068,6,765,8202866,2525768,Male,Divorced,64,Salaried,9,0,5761854,Rural,1.33,1
4,Graduate,Yes,8624415,18457583,180,798,3298261,3197794,Female,Married,41,Salaried,27,0,7110417,Semi-Urban,2.14,1
2,Graduate,Yes,7662946,1411737,60,331,2717794,3228693,Male,Divorced,39,Student,1,1,2780221,Urban,0.18,0
1,Not Graduate,Yes,3137224,317733,180,567,4799968,2525909,Female,Married,61,Student,11,1,1075669,Semi-Urban,0.1,0
0,Graduate,Yes,4829602,8306719,12,769,5884241,2690411,Male,Divorced,64,Salaried,20,0,8959961,Rural,1.72,1
2,Not Graduate,Yes,3254787,5287150,36,422,5220441,4743784,Male,Single,48,Student,24,0,838677,Urban,1.62,0
0,Not Graduate,Yes,6097063,13999856,180,776,8629714,2589850,Female,Single,54,Salaried,10,0,6655500,Rural,2.3,1
4,Graduate,No,2592668,11479008,60,681,828776,2772475,Male,Single,61,Business,24,0,625673,Rural,4.43,0
3,Graduate,No,308492,9625930,36,741,2799982,3113788,Male,Divorced,46,Business,25,0,578687,Semi-Urban,31.2,1
0,Not Graduate,No,7801601,19745775,180,709,1902512,1524766,Female,Married,56,Salaried,6,0,5992530,Rural,2.53,1
1,Not Graduate,No,1892517,12720726,60,424,6351384,2354613,Male,Married,50,Retired,16,0,4003516,Semi-Urban,6.72,0
3,Not Graduate,Yes,5093254,19088495,24,722,1195773,262247,Male,Single,57,Govt Job,11,0,6217477,Semi-Urban,3.75,1
0,Not Graduate,No,9729531,8060439,180,690,6988216,4671750,Female,Married,54,Govt Job,12,0,4436688,Semi-Urban,0.83,1
0,Graduate,No,5778063,2573269,120,535,3226028,174424,Female,Divorced,36,Student,29,0,396328,Urban,0.45,0
3,Graduate,No,470188,3474596,24,644,1952831,1747121,Male,Married,25,Salaried,2,0,1570352,Rural,7.39,1
4,Graduate,Yes,3036682,6875993,6,437,5877834,756173,Female,Single,51,Business,21,0,1698141,Rural,2.26,0
0,Graduate,No,6030608,17820730,36,661,2292145,4752311,Female,Divorced,31,Salaried,24,0,8453663,Semi-Urban,2.96,1
1,Graduate,Yes,6601323,6730218,120,740,8349423,3505183,Female,Divorced,52,Business,29,0,7713309,Rural,1.02,1
2,Graduate,No,6767709,15284985,36,843,3912946,2330752,Female,Divorced,31,Salaried,15,0,3148821,Semi-Urban,2.26,1
1,Not Graduate,No,9079987,15533089,60,829,6129977,2794950,Female,Married,34,Govt Job,4,0,8803993,Urban,1.71,1
